# freq   SSP(yyz)   PPP(zzz)
1550 0.0002110527722 0.0007838534974
1551 0.0002149015221 0.0007993474822
1552 0.0002188559279 0.0008153050226
1553 0.0002229198669 0.0008317447808
1554 0.0002270973945 0.0008486863664
1555 0.000231392754 0.0008661503955
1556 0.000235810387 0.0008841585527
1557 0.0002403549447 0.0009027336584
1558 0.0002450312996 0.0009218997408
1559 0.0002498445583 0.0009416821134
1560 0.0002548000746 0.0009621074584
1561 0.0002599034643 0.0009832039161
1562 0.0002651606202 0.001005001182
1563 0.000270577729 0.001027530609
1564 0.000276161288 0.001050825324
1565 0.0002819181246 0.001074920343
1566 0.000287855416 0.001099852709
1567 0.0002939807107 0.001125661627
1568 0.0003003019514 0.001152388624
1569 0.0003068274999 0.001180077708
1570 0.0003135661632 0.001208775556
1571 0.000320527222 0.001238531704
1572 0.0003277204615 0.00126939876
1573 0.0003351562034 0.001301432641
1574 0.000342845342 0.001334692815
1575 0.0003507993812 0.001369242585
1576 0.000359030476 0.001405149382
1577 0.000367551476 0.001442485093
1578 0.0003763759733 0.001481326419
1579 0.0003855183531 0.001521755266
1580 0.0003949938494 0.001563859171
1581 0.0004048186046 0.001607731776
1582 0.0004150097341 0.001653473337
1583 0.0004255853964 0.001701191297
1584 0.000436564869 0.001751000907
1585 0.0004479686308 0.001803025914
1586 0.0004598184514 0.00185739932
1587 0.0004721374881 0.00191426422
1588 0.0004849503926 0.001973774731
1589 0.0004982834254 0.002036097016
1590 0.0005121645826 0.002101410427
1591 0.0005266237332 0.002169908769
1592 0.0005416927705 0.002241801708
1593 0.0005574057772 0.002317316338
1594 0.000573799208 0.002396698931
1595 0.0005909120905 0.002480216887
1596 0.0006087862473 0.00256816092
1597 0.0006274665429 0.002660847499
1598 0.0006470011578 0.002758621596
1599 0.0006674418961 0.002861859752
1600 0.0006888445307 0.002970973543
1601 0.0007112691935 0.003086413469
1602 0.00073478082 0.003208673329
1603 0.0007594496578 0.003338295162
1604 0.0007853518564 0.003475874811
1605 0.0008125701533 0.0036220682
1606 0.0008411946849 0.003777598409
1607 0.0008713239529 0.003943263655
1608 0.0009030659918 0.004119946267
1609 0.0009365397967 0.004308622765
1610 0.0009718770946 0.004510375149
1611 0.001009224571 0.004726403468
1612 0.001048746706 0.004958039727
1613 0.001090629443 0.005206763104
1614 0.00113508498 0.005474216382
1615 0.00118235812 0.005762223268
1616 0.001232734764 0.006072806081
1617 0.001286553388 0.006408202786
1618 0.001344220665 0.006770881798
1619 0.001406232888 0.007163551984
1620 0.001473205439 0.007589163927
1621 0.001545913439 0.008050896547
1622 0.001625347749 0.008552120408
1623 0.00171279175 0.009096325401
1624 0.00180992557 0.009686995973
1625 0.001918965126 0.01032741221
1626 0.002042842388 0.01102035147
1627 0.002185428324 0.0117676665
1628 0.002351787079 0.01256972974
1629 0.002548422578 0.01342477202
1630 0.002783429026 0.01432822723
1631 0.003066378873 0.01527234135
1632 0.003407683974 0.01624651739
1633 0.003817090882 0.01723908865
1634 0.004301020733 0.01824126837
1635 0.004858787752 0.01925361149
1636 0.005478426067 0.02029416873
1637 0.006133764847 0.02140575387
1638 0.006784964099 0.02265830083
1639 0.007384243313 0.02414254471
1640 0.007886753853 0.02595390474
1641 0.008264109342 0.02816949838
1642 0.008516222618 0.03082461418
1643 0.008676897076 0.03389607562
1644 0.008810481645 0.0372983211
1645 0.009000115581 0.04089444003
1646 0.009330967382 0.04452025055
1647 0.009872953452 0.04801583175
1648 0.01066672648 0.05125584402
1649 0.01171529148 0.05416805703
1650 0.01298211315 0.05673120533
1651 0.01439515197 0.05895069859
1652 0.01585534341 0.06082150273
1653 0.01724823787 0.06229533921
1654 0.01845846571 0.06326915687
1655 0.01938677349 0.06360331305
1656 0.01996743159 0.06316445707
1657 0.0201809773 0.06187540614
1658 0.02005658894 0.05974951113
1659 0.01966182231 0.05689463687
1660 0.01908314597 0.0534879219
1661 0.01840449981 0.0497359001
1662 0.01769067801 0.04583720593
1663 0.01697908318 0.0419583312
1664 0.01628006701 0.03822394982
1665 0.01558400716 0.03471773876
1666 0.01487215224 0.03148843143
1667 0.01412762423 0.02855729319
1668 0.01334313715 0.02592521747
1669 0.01252349394 0.02357897363
1670 0.01168328548 0.02149657376
1671 0.01084203333 0.01965167829
1672 0.01001930436 0.01801690467
1673 0.009231364289 0.01656600967
1674 0.008489711932 0.01527508981
1675 0.007801059528 0.01412305705
1676 0.007168108979 0.01309165907
1677 0.00659059376 0.01216525936
1678 0.006066270721 0.0113305206
1679 0.005591724897 0.01057607296
1680 0.005162960165 0.009892207021
1681 0.004775800823 0.009270606311
1682 0.004426146045 0.008704121518
1683 0.004110118532 0.008186582961
1684 0.003824141293 0.007712645808
1685 0.003564967951 0.0072776625
1686 0.003329684458 0.006877577392
1687 0.003115694269 0.006508839446
1688 0.002920694856 0.006168329547
1689 0.002742650487 0.005853299733
1690 0.002579764279 0.005561322129
1691 0.002430451233 0.005290245865
1692 0.002293313184 0.005038160558
1693 0.00216711605 0.004803365248
1694 0.002050769509 0.004584341869
1695 0.001943309029 0.004379732519
1696 0.001843880089 0.004188319918
1697 0.001751724392 0.004009010562
1698 0.001666167862 0.003840820146
1699 0.001586610204 0.003682860936
1700 0.001512515837 0.003534330783
