# freq   SSP(yyz)   PPP(zzz)
1550 8.843174839e-06 0.000568555235
1551 9.132510426e-06 0.0005796142134
1552 9.434665491e-06 0.0005909997746
1553 9.750353437e-06 0.0006027249318
1554 1.008033544e-05 0.0006148033536
1555 1.042542418e-05 0.0006272494049
1556 1.078648796e-05 0.0006400781891
1557 1.11644551e-05 0.0006533055947
1558 1.156031883e-05 0.0006669483444
1559 1.197514261e-05 0.000681024049
1560 1.241006589e-05 0.0006955512638
1561 1.286631052e-05 0.0007105495508
1562 1.334518769e-05 0.0007260395444
1563 1.384810555e-05 0.0007420430233
1564 1.437657767e-05 0.0007585829876
1565 1.493223219e-05 0.0007756837414
1566 1.551682202e-05 0.0007933709831
1567 1.613223602e-05 0.0008116719025
1568 1.678051131e-05 0.0008306152859
1569 1.74638469e-05 0.0008502316298
1570 1.818461877e-05 0.0008705532648
1571 1.894539645e-05 0.0008916144889
1572 1.974896156e-05 0.0009134517138
1573 2.059832823e-05 0.0009361036225
1574 2.149676587e-05 0.0009596113419
1575 2.244782442e-05 0.0009840186302
1576 2.345536255e-05 0.001009372082
1577 2.452357906e-05 0.00103572135
1578 2.565704794e-05 0.001063119391
1579 2.68607576e-05 0.001091622733
1580 2.814015479e-05 0.001121291767
1581 2.950119386e-05 0.001152191067
1582 3.095039209e-05 0.001184389743
1583 3.249489197e-05 0.00121796183
1584 3.414253129e-05 0.00125298671
1585 3.590192238e-05 0.001289549587
1586 3.778254161e-05 0.001327742
1587 3.979483073e-05 0.001367662398
1588 4.195031195e-05 0.001409416774
1589 4.42617186e-05 0.001453119366
1590 4.674314407e-05 0.001498893435
1591 4.941021164e-05 0.001546872131
1592 5.228026858e-05 0.001597199453
1593 5.537260864e-05 0.001650031325
1594 5.870872725e-05 0.00170553679
1595 6.231261522e-05 0.00176389935
1596 6.621109719e-05 0.001825318461
1597 7.043422273e-05 0.001890011212
1598 7.501571923e-05 0.001958214214
1599 7.999351754e-05 0.002030185717
1600 8.541036366e-05 0.002106208001
1601 9.131453213e-05 0.002186590075
1602 9.776066034e-05 0.002271670722
1603 0.0001048107267 0.002361821954
1604 0.0001125352004 0.002457452927
1605 0.000121014397 0.002559014387
1606 0.0001303400808 0.002667003729
1607 0.0001406173637 0.002781970766
1608 0.0001519669635 0.002904524305
1609 0.0001645278965 0.003035339665
1610 0.000178460697 0.003175167278
1611 0.0001939512803 0.003324842535
1612 0.00021121559 0.00348529707
1613 0.0002305052076 0.0036575717
1614 0.0002521141426 0.003842831259
1615 0.0002763870785 0.004042381595
1616 0.0003037294148 0.004257689026
1617 0.0003346195305 0.004490402558
1618 0.000369623802 0.004742379161
1619 0.0004094150355 0.005015712362
1620 0.0004547951355 0.005312764319
1621 0.0005067230199 0.00563620131
1622 0.0005663490112 0.005989032184
1623 0.000635057164 0.00637464861
1624 0.000714517202 0.006796864639
1625 0.0008067478359 0.00725995087
1626 0.0009141930428 0.007768654556
1627 0.001039812037 0.008328190226
1628 0.001187181451 0.008944173939
1629 0.001360603375 0.009622455529
1630 0.001565203282 0.01036877411
1631 0.001806984253 0.01118812119
1632 0.002092774818 0.01208364828
1633 0.002429965598 0.01305492389
1634 0.002825881832 0.01409538189
1635 0.003286609892 0.01518899825
1636 0.003815137727 0.01630668046
1637 0.004408849917 0.01740355475
1638 0.005056779669 0.0184190634
1639 0.005737504832 0.01928202303
1640 0.006418959622 0.0199219061
1641 0.00706134003 0.0202852556
1642 0.007623366277 0.02035290095
1643 0.008070542471 0.0201513479
1644 0.008382612063 0.01975264362
1645 0.008557358088 0.01926164845
1646 0.008609557905 0.01879525243
1647 0.008566133786 0.01846079547
1648 0.008459805523 0.01833950752
1649 0.00832335242 0.01847723279
1650 0.00818558393 0.01888175894
1651 0.008069144934 0.01952488233
1652 0.007989719983 0.02034766129
1653 0.007956039282 0.02126845357
1654 0.007970213095 0.02219436823
1655 0.008028196888 0.02303649766
1656 0.008120436945 0.0237270882
1657 0.008232793716 0.02423375023
1658 0.008347669656 0.02456463081
1659 0.008445083052 0.02476119084
1660 0.008503492702 0.02488060781
1661 0.008500536715 0.02497416702
1662 0.008414248378 0.02506882897
1663 0.008225389145 0.02515717715
1664 0.007921065295 0.02519821358
1665 0.007498845979 0.02512883036
1666 0.006969667376 0.02488281676
1667 0.006357680867 0.02441120049
1668 0.005696359302 0.02369651085
1669 0.005022062709 0.02275605319
1670 0.004367522505 0.02163455365
1671 0.003757433351 0.02039103668
1672 0.003206961578 0.0190858138
1673 0.002722627041 0.01777137636
1674 0.002304422135 0.01648808955
1675 0.001948154533 0.0152636652
1676 0.001647424891 0.01411480866
1677 0.001395041017 0.0130496921
1678 0.001183902394 0.01207042138
1679 0.001007480171 0.01117511016
1680 0.0008600260219 0.0103594579
1681 0.0007366174278 0.009617869765
1682 0.0006331144549 0.008944208604
1683 0.0005460756559 0.008332274101
1684 0.0004726609097 0.007776090396
1685 0.0004105361246 0.007270064754
1686 0.0003577868799 0.006809062454
1687 0.0003128436071 0.006388429279
1688 0.0002744185285 0.006003982642
1689 0.0002414534249 0.005651985147
1690 0.000213076852 0.005329109378
1691 0.0001885693389 0.005032399373
1692 0.0001673351949 0.004759232058
1693 0.0001488797156 0.004507280479
1694 0.0001327907658 0.004274479801
1695 0.0001187238921 0.004058996476
1696 0.0001063902734 0.003859200647
1697 9.554695088e-05 0.003673641669
1698 8.598888919e-05 0.003501026535
1699 7.754250903e-05 0.003340200929
1700 7.006040439e-05 0.003190132646
