# freq   SSP(yyz)   PPP(zzz)
1550 1.5744114e-05 0.002044032109
1551 1.580780319e-05 0.002083537494
1552 1.586824404e-05 0.002124199175
1553 1.592519214e-05 0.002166062713
1554 1.597838992e-05 0.002209175934
1555 1.602756604e-05 0.002253589066
1556 1.607243491e-05 0.002299354887
1557 1.611269615e-05 0.002346528876
1558 1.614803408e-05 0.002395169388
1559 1.617811727e-05 0.002445337831
1560 1.620259811e-05 0.002497098858
1561 1.622111241e-05 0.002550520577
1562 1.623327913e-05 0.002605674777
1563 1.623870016e-05 0.002662637162
1564 1.623696021e-05 0.002721487618
1565 1.622762686e-05 0.002782310488
1566 1.621025079e-05 0.002845194875
1567 1.618436624e-05 0.002910234967
1568 1.614949167e-05 0.002977530391
1569 1.610513082e-05 0.003047186591
1570 1.60507741e-05 0.003119315241
1571 1.598590051e-05 0.003194034691
1572 1.590998006e-05 0.003271470454
1573 1.58224769e-05 0.003351755728
1574 1.572285326e-05 0.003435031967
1575 1.561057437e-05 0.003521449504
1576 1.548511451e-05 0.003611168226
1577 1.53459645e-05 0.003704358309
1578 1.519264082e-05 0.003801201024
1579 1.502469671e-05 0.003901889611
1580 1.484173566e-05 0.004006630242
1581 1.46434277e-05 0.004115643066
1582 1.442952917e-05 0.004229163361
1583 1.419990635e-05 0.004347442795
1584 1.395456414e-05 0.004470750811
1585 1.369368038e-05 0.004599376145
1586 1.341764721e-05 0.004733628508
1587 1.312712063e-05 0.004873840429
1588 1.28230802e-05 0.005020369293
1589 1.250690067e-05 0.005173599593
1590 1.218043802e-05 0.005333945421
1591 1.1846133e-05 0.005501853228
1592 1.150713568e-05 0.005677804885
1593 1.116745535e-05 0.005862321086
1594 1.083214134e-05 0.006055965127
1595 1.0507501e-05 0.006259347124
1596 1.020136333e-05 0.006473128713
1597 9.923397676e-06 0.006698028304
1598 9.685500127e-06 0.00693482695
1599 9.502262422e-06 0.007184374935
1600 9.391542156e-06 0.007447599155
1601 9.37515748e-06 0.007725511413
1602 9.479735184e-06 0.008019217744
1603 9.737748272e-06 0.008329928927
1604 1.018878823e-05 0.008658972328
1605 1.088112882e-05 0.00900780527
1606 1.187365283e-05 0.009378030139
1607 1.323823233e-05 0.009771411457
1608 1.506267684e-05 0.01018989519
1609 1.745439489e-05 0.01063563059
1610 2.054495448e-05 0.01111099489
1611 2.449577925e-05 0.01161862116
1612 2.950528352e-05 0.01216142979
1613 3.58178356e-05 0.01274266381
1614 4.373504955e-05 0.01336592845
1615 5.363004932e-05 0.01403523519
1616 6.596553461e-05 0.01475505029
1617 8.131671557e-05 0.01553034766
1618 0.0001004004871 0.01636666532
1619 0.0001241125972 0.01727016406
1620 0.0001535750411 0.0182476856
1621 0.000190196488 0.01930680608
1622 0.0002357492235 0.02045587773
1623 0.0002924668189 0.02170404838
1624 0.0003631674371 0.02306124314
1625 0.0004514081478 0.02453808614
1626 0.0005616754898 0.02614573261
1627 0.0006996161428 0.02789557372
1628 0.000872307957 0.02979877185
1629 0.001088564297 0.03186558839
1630 0.001359251912 0.03410448932
1631 0.00169758257 0.03652106812
1632 0.002119310505 0.03911691938
1633 0.002642731586 0.04188871581
1634 0.003288337456 0.04482783271
1635 0.00407792969 0.04792082954
1636 0.005032949499 0.05115087206
1637 0.006171758059 0.05449987194
1638 0.007505714938 0.05795108638
1639 0.009034336954 0.06149242966
1640 0.01074069217 0.06512136372
1641 0.01258917312 0.06885176758
1642 0.01452795792 0.07272100561
1643 0.01649685888 0.07679299326
1644 0.01843821697 0.08115325335
1645 0.02030613483 0.08589578517
1646 0.02206985681 0.09110612752
1647 0.02371041275 0.0968458674
1648 0.0252132519 0.1031397836
1649 0.0265610426 0.1099613815
1650 0.02772972128 0.1172111817
1651 0.02868874894 0.1246875761
1652 0.02940509555 0.1320602924
1653 0.0298501798 0.138865648
1654 0.03000889303 0.1445441241
1655 0.02988882649 0.1485292455
1656 0.02952612708 0.1503723852
1657 0.02898381782 0.1498614038
1658 0.02834063779 0.1470818369
1659 0.02767287399 0.1423911015
1660 0.02703528576 0.1363179491
1661 0.02644754678 0.1294317778
1662 0.02589008037 0.1222296807
1663 0.02531007499 0.1150693403
1664 0.02463624675 0.10815231
1665 0.02379911543 0.1015472524
1666 0.02275152809 0.09523659641
1667 0.02148285437 0.08916869437
1668 0.02002174269 0.08329955711
1669 0.01842702281 0.07761458363
1670 0.0167715678 0.07213002889
1671 0.01512608813 0.06688157718
1672 0.01354798874 0.06190952392
1673 0.01207675668 0.05724725742
1674 0.01073451041 0.05291537848
1675 0.009529347758 0.04892068716
1676 0.008459486873 0.04525811062
1677 0.007517016325 0.04191380256
1678 0.006690785645 0.03886827376
1679 0.005968400161 0.03609900774
1680 0.005337474919 0.03358240729
1681 0.004786347678 0.03129511971
1682 0.004304429228 0.02921486443
1683 0.003882326927 0.0273208961
1684 0.003511836082 0.02559421734
1685 0.003185860975 0.02401762889
1686 0.002898303858 0.02257568037
1687 0.002643944493 0.02125456462
1688 0.00241832271 0.02004198426
1689 0.002217630253 0.01892700823
1690 0.002038614527 0.01789992949
1691 0.001878494743 0.01695212976
1692 0.001734889898 0.01607595492
1693 0.001605757477 0.01526460192
1694 0.001489341588 0.01451201776
1695 0.001384129247 0.01381280986
1696 0.001288813593 0.01316216699
1697 0.001202262978 0.01255578991
1698 0.001123494969 0.01198983052
1699 0.001051654494 0.01146083868
1700 0.0009859954231 0.01096571572
